ID,title,authors,year,publisher,subject
1327,Don't Make Me Think!,Steve Krug,2006,St. Martin's Griffin,Computers
3502,Pure Drivel,Steve Martin,2003,A. Mondadori,Surealism
3875,Shopgirl,Steve Martin,2006,Arkana,Fiction
1741,Freaks!,Steve Miller,2004,Picador USA,Art
3132,Nightmare Asylum,Steve Perry,1993,W. W. Norton &amp; Company,Fiction
3840,Shadows of the Empire,Steve Perry,1997,Editorial Empúries,Fiction
4261,The 97th Step,Steve Perry,1989,St. Martin's Griffin,Fiction
5526,The Omega Cage,Steve Perry;Michael Reaves,1988,Penguin Books,Fiction
108,"A Hard Day's Write, 3e",Steve Turner,2005,Touchstone,Music
2347,IWoz,Steve Wozniak;Gina Smith,2006,Berkley Publishing Group,Biography & Autobiography
1804,Get Out of Your Mind & Into Your Life,Steven C. Hayes;Spencer Xavier Smith,2005,Seal Press (WA),Self-Help
5709,The Real Jimmy Carter,Steven F. Hayward,2004,Dell Publishing Company,Biography & Autobiography
3585,Redemption,Steven G. Kellman,2005,St. Martin's Press,Biography & Autobiography
4129,Stylepedia,Steven Heller;Louise Fili,2006,Silhouette,Art
1537,Everything Bad is Good for You,Steven Johnson,2006,Avon Books,Psychology
4982,The Ghost Map,Steven Johnson,2006,Berkley Publishing Group,History
6248,This Side of Paradise,Steven L. Layne,2004,Scholastic,Juvenile Fiction
4021,Spinoza,Steven Nadler;Steven M. Nadler,2001,Harlequin,Biography & Autobiography
2116,How the Mind Works,Steven Pinker,1999,Penguin Books,Philosophy
4450,The Blank Slate,Steven Pinker,2003,Random House,Psychology
5221,The Language Instinct,Steven Pinker,2000,Pocket Star,Language Arts & Disciplines
1788,Gates Of Fire,Steven Pressfield,2005,The Penguin Press HC,Fiction
2529,Last of the Amazons,Steven Pressfield,2003,Worldwide Library,Fiction
6114,The War of Art,Steven Pressfield,2003,New Amer Library,Self-Help
6295,Tides of War,Steven Pressfield,2001,Riverhead Books,Fiction
4602,The Clock Of The Long Now,Stewart Brand,2000,Simon &amp; Schuster Books,Philosophy
5559,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,2007,Abacus,Mathematics
4102,Stormie,Stormie Omartian,1997,Everyman Publishers,Biography & Autobiography
2118,How to be a Perfect Stranger,Stuart M. Matlins;Arthur J. Magida,2006,Orion,Reference
6515,Vinyl Cafe Diaries,Stuart McLean,2003,Feltrinelli,Canada
6516,Vinyl Cafe Unplugged,Stuart McLean,2001,Berkley Publishing Group,Canadian wit and humor
920,Choke,Stuart Woods,1996,Bantam,Fiction
1283,Dirt,Stuart Woods,1997,Random House,Fiction
3165,Not Much Fun,Stuart Y. Silverstein,2001,Cliffs Notes,Biography & Autobiography
1137,Curries Without Worries,Sudha Koul,1996,Morgan &amp; Morgan,Cooking
5355,The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,1995,Vintage Books USA,Performing Arts
6635,While I was Gone,Sue Miller,2000,Simon &amp; Schuster,Fiction
6636,While I Was Gone,Sue Miller,2002,Scholastic,Fiction
4738,The Dance of the Dissident Daughter,Sue Monk Kidd,2002,Berkley Publishing Group,Religion
5404,The Mermaid Chair,Sue Monk Kidd,2006,1stBooks Library,Fiction
6622,When the Heart Waits,Sue Monk Kidd,2006,Salamandra,Religion
6049,The Twelve Caesars,Suetonius,2002,W. W. Norton &amp; Company,Fiction
2843,Maximum City,Suketu Mehta,2005,Ballantine Books,Social Science
5166,The Interpreter,Suki Kim,2003,Harlequin,Fiction
6387,Trinity Blood,Sunao Yoshida;Beni Axia Conrad;Christine Boylan,2006,Random House Children's Books,Comics & Graphic Novels
4149,Sun Tzu,Sun-tzu;Gerald A. Michaelson,2001,Dell Publishing Company,Business & Economics
4348,The Art of War,Sun-Tzu;Sunzi,2005,HarperCollins,Philosophy
518,Awakening the Buddha Within,Surya Das;Lama Surya Das,1998,Picador USA,Philosophy
4501,The Bride Finder,Susan Carroll,1999,Berkley Publishing Group,Fiction
4703,The Courtesan,Susan Carroll,2005,Pocket,Fiction
168,A New Leash on Death,Susan Conant,1994,Nuova Eri Rizzoli,Fiction
3348,Paws Before Dying,Susan Conant,1991,Del Rey Books,Fiction
3889,Silver on the Tree,Susan Cooper,2000,Plume Books,Juvenile Fiction
2873,Men Who Hate Women and the Women Who Love Them,Susan Forward;Joan Torres,2002,Worldwide Library,Family & Relationships
5751,The Risk of Darkness,Susan Hill,2006,Random House,Detective and mystery stories
6086,The Various Haunts of Men,Susan Hill,2004,Bantam Books,Fiction
6168,The Woman in Black,Susan Hill,2002,Penguin Books,Juvenile Fiction
1837,Glamorous Powers,Susan Howatch,1996,Ryland Peters &amp; Small Ltd,Clergy
1840,Glittering Images,Susan Howatch,1996,Three Rivers Press,English fiction
3057,Mystical Paths,Susan Howatch,1996,Plume,English fiction
6104,The Waiting Sands,Susan Howatch,2002,Delta,Fiction
1615,Feel the Fear-- and Do it Anyway,Susan J. Jeffers,2007,Pocket,Psychology
5852,The Sheik & the Princess Bride,Susan Mallery,2004,Delta,Fiction
1523,Evening,Susan Minot,1999,A. Mondadori,Fiction
3245,Once Upon a Gulf Coast Summer,Susan Oliver,2004,Dell Publishing Company,Fiction
5030,The Grass Dancer,Susan Power,1997,Random House Large Print,Fiction
1298,Disney's Little Einstein,Susan Ring,2006,Aspect,Juvenile Fiction
1299,Disney's Little Einsteins: Birthday Machine,Susan Ring,2006,Heyne,Juvenile Fiction
1301,Disney's Little Einsteins: Galactic Goodnight,Susan Ring,2006,L�?¼bbe,Juvenile Fiction
1302,Disney's Little Einsteins: Music of the Meadow,Susan Ring,2006,Ace Books,Juvenile Fiction
975,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk,2001,W. W. Norton &amp; Company,Literary Criticism
1827,Girl in Hyacinth Blue,Susan Vreeland,2002,Avon,American fiction
2416,Jonathan Strange & Mr Norrell,Susanna Clarke,2006,Putnam Publishing Group,Fiction
483,"Asa, as I Knew Him",Susanna Kaysen,1994,Bantam Books,Fiction
4535,The Camera My Mother Gave Me,Susanna Kaysen,2002,Berkley Publishing Group,Biography & Autobiography
1687,Follow Your Heart,Susanna Tamaro,1995,Liveright Publishing Corporation,Fiction
1676,Flirting With Danger,Suzanne Enoch,2005,Vintage,Fiction
2076,Holding on to the Air,Suzanne Farrell;Toni Bentley,2002,Jove Books,Biography & Autobiography
824,Captain Cat,Syd Hoff,1994,Warner Books (Mm),Juvenile Fiction
897,Chester,Syd Hoff,1986,Dell Publishing Company,Juvenile Fiction
1909,Grizzwold,Syd Hoff,1984,Delacorte Press,Juvenile Fiction
2984,Mother God,Sylvia Browne,2004,A. Mondadori,"Body, Mind & Spirit"
699,Blessings from the Other Side,Sylvia Browne;Lindsay Harrison,2002,Vintage Books USA,"Body, Mind & Spirit"
2724,Lucie Babbidge's House,Sylvia Cassedy,1993,Distribooks Inc,Juvenile Fiction
4903,The Far Side of Evil,Sylvia Engdahl,2005,Bantam,Juvenile Fiction
1476,Enchantress from the Stars,Sylvia Louise Engdahl,2003,Diamond Books (NY),Juvenile Fiction
1477,Enchantress from the Stars,Sylvia Louise Engdahl,2002,Aladdin,Juvenile Fiction
39,A Beautiful Mind,Sylvia Nasar,2001,A. Mondadori,Mathematicians
1011,Collected Children's Stories,Sylvia Plath,2001,Dell,"Children's poetry, American"
2585,Letters Home,Sylvia Plath,1999,Simon &amp; Schuster,"Authors, American"
5188,"The Journals of Sylvia Plath, 1950-1962",Sylvia Plath,2001,Dell Publishing Company,"Poets, American"
5334,The Lost Years of Merlin,T. A. Barron,2002,Picador USA,Fiction
5424,The Mirror of Merlin,T. A. Barron,2002,Bookking International,Fiction
2854,McSweeney's,T. C. Boyle,2006,A. Mondadori,Fiction
787,Budding Prospects,T. Coraghessan Boyle,1990,Random House,Fiction
1247,Descent of Man,T. Coraghessan Boyle,1987,Doubleday,Fiction
1380,Drop City,T. Coraghessan Boyle,2004,Goldmann,Fiction
1405,East is East,T. Coraghessan Boyle,1991,Fawcett Books,Fiction
6012,The Tortilla Curtain,T. Coraghessan Boyle,1996,Harper Mass Market Paperbacks,Fiction
6345,Tooth and Claw,T. Coraghessan Boyle,2006,Bantam Books,Fiction
6566,Water Music,T. Coraghessan Boyle,1981,Scribner,Fiction
6732,World's End,T. Coraghessan Boyle,1988,Harcourt,Fiction
4690,The Confident Child,T. E. Apter,1997,Berkley Publishing Group,Family & Relationships
2931,Mistress Masham's Repose,T. H. White;Fritz Eichenberg,1946,Troll Communications,Juvenile Fiction
6071,The United States of Europe,T. R. Reid,2005,Del Rey,History
1755,From Socrates to Sartre,T. Z. Lavine,1984,A. Mondadori,Philosophy
303,Agricola and Germany,Tacitus,1999,Penguin Putnam~mass,Literary Collections
4681,The Complete Works,Tacitus,1964,Random House Value Publishing,History
3290,Otherland,Tad Williams,1998,Northfield Press,Otherland (Imaginary place)
3636,River of Blue Fire,Tad Williams,1999,Berkley Publishing Group,Fiction
3835,Shadowmarch,Tad Williams,2006,Mitteldeutscher Verlag,Fiction
3836,Shadowplay,Tad Williams,2007,A. Mondadori,Fiction
4096,Stone of Farewell,Tad Williams,2005,Penguin Books,Fiction
6115,The War of the Flowers,Tad Williams,2004,August House Pub Inc,Fiction
6316,To Green Angel Tower,Tad Williams,1994,Barnes Noble,Fiction
6754,Yakitate!! Japan,Takashi Hashiguchi,2007,Alfred A. Knopf,Comics & Graphic Novels
6484,Vagabond,Takehiko Inoue,2005,Delta,Comics & Graphic Novels
3716,Samantha,Tamara Thorne,2003,A. Mondadori,Fiction
308,Alanna,Tamora Pierce,2005,Laure Leaf,Juvenile Fiction
2249,In the Hand of the Goddess,Tamora Pierce,1997,Ediciones Urano,Juvenile Fiction
4238,Terrier,Tamora Pierce,2006,Dell Publishing Company,Juvenile Fiction
5714,The Realms of the Gods,Tamora Pierce,2006,Arbor House,Juvenile Fiction
6172,The Woman Who Rides Like a Man,Tamora Pierce,2005,Delta,Juvenile Fiction
6386,Trickster's Choice,Tamora Pierce,2004,Delta,Alanna (Fictitious character : Pierce)
6666,Wild Magic,Tamora Pierce,2005,PublicAffairs,Juvenile Fiction
6781,Young Warriors,Tamora Pierce;Josepha Sherman,2005,Delta,Juvenile Fiction
3043,My Soul to Keep,Tananarive Due,1998,HarperTorch,Fiction
5013,The Good House,Tananarive Due,2006,MJF Books,Fiction
5300,The Living Blood,Tananarive Due,2002,Dell Publishing Company,Fiction
2602,Lidia's Italy,Tanya Bastianich Manuali,2007,Tusquets,Cooking
1248,Descriptive Writing,Tara McCarthy,1998,Sceptre,Language Arts & Disciplines
1566,Expository Writing,Tara McCarthy,1998,A. Mondadori,Juvenile Nonfiction
3364,Persuasive Writing,Tara McCarthy,1998,A. Mondadori,Juvenile Nonfiction
704,Blink,Ted Dekker,2004,HarperCollins Publishers,Fiction
5557,The Oxford Companion to Philosophy,Ted Honderich,2005,Delta,Philosophy
277,Acts of God,Ted Steinberg,2006,A. Mondadori,History
1252,Desire and Duty,Teddy F. Bader;Marilyn Bader,1997,Fawcett,Fiction
217,A Streetcar Named Desire,Tennessee Williams,1953,Berkley Publishing Group,Drama
5084,The Heritage of Shannara,Terence Dean Brooks;Terry Brooks,2005,HarperTrophy,Fantasy fiction
5527,The Once and Future King,Terence Hanbury White,1996,Mira Books,Arthurian romances
5528,The Once and Future King,Terence Hanbury White,1987,Berkley Publishing Group,Fiction
4552,The Castle of the Silver Wheel,Teresa Edgerton,1993,Scholastic,Fiction
5433,The Moon in Hiding,Teresa Edgerton,1989,Independent Pub Group,Fiction
129,A Kiss to Remember,Teresa Medeiros,2002,Avon Books,Fiction
2211,If You Don't Know by Now,Teresa Southwick,2001,Farrar Straus Giroux,Fiction
6382,Trial by Fire,Terri Blackstock,2000,North Atlantic Books,Fiction
5605,The Pirate Dictionary,Terry Breverton,2004,Random House Children's Books,History
130,A Knight of the Word,Terry Brooks,1999,Blue Mountain Arts,
407,Angel Fire East,Terry Brooks,2000,Zondervan Publishing House,Fiction
408,Angel Fire East,Terry Brooks,1999,Nelson Books,Courage
463,Armageddon's Children,Terry Brooks,2007,HarperTorch,Fiction
1651,First King of Shannara,Terry Brooks,1997,Signet Book,Fiction
2214,Ilse Witch,Terry Brooks,2001,John F. Blair Publisher,Fiction
2377,Jarka Ruus,Terry Brooks,2005,Ediciones Lengua de Trapo,Fiction
2753,Magic Kingdom for Sale,Terry Brooks,1987,Bantam,Fantasy fiction
2977,Morgawr,Terry Brooks,2003,A. Mondadori,Fiction
4205,Tanequil,Terry Brooks,2005,Graham,Fiction
4857,The Elfstones of Shannara,Terry Brooks,1982,Dell Publishing Company,Elves
5083,The Heritage of Shannara,Terry Brooks,2003,Henry Holt &amp; Company,Fiction
5964,The Sword of Shannara Trilogy,Terry Brooks,2004,J'ai lu,"Fantasy fiction, American"
6101,The Voyage of the Jerle Shannara,Terry Brooks,2000,Worldwide Library,
6102,The Voyage of the Jerle Shannara Trilogy,Terry Brooks,2004,Mysterious Press,Fantasy
6103,The Voyage of the Jerle Shannara Trilogy,Terry Brooks,2006,Ballantine Books,Fiction
6176,The Word and the Void,Terry Brooks,2003,Plume Books,Fantasy fiction
5585,The Phantom Menace,Terry Brooks;George Lucas,2000,Jove Books,Life on other planets
1260,Devil's Backbone,Terry C. Johnston,1991,Del Rey Books,Fiction
3745,SCHOLASTIC SUCCESS WITH 4TH GRADE(WORKBOOK),Terry Cooper,2003,Mira,Education
3734,Savage Stone Age Sticker Book,Terry Deary;Martin Brown,2005,Morrow Cookbooks,Stone age
297,After Theory,Terry Eagleton,2004,Heyne,Literary Collections
2132,How to Read a Poem,Terry Eagleton,2006,Mira,Literary Criticism
2814,Marxism and Literary Criticism,Terry Eagleton,2002,Plume Books,Literary Criticism
4964,The Function of Criticism,Terry Eagleton,2005,Llumina Press,Philosophy
4977,The Gatekeeper,Terry Eagleton,2003,Vintage Books USA,Biography & Autobiography
5141,The Ideology of the Aesthetic,Terry Eagleton,1991,Random House Trade,Literary Criticism
1822,Gilliam on Gilliam,Terry Gilliam;Ian Christie,1999,Warner Books,Performing Arts
717,Blood of the Fold,Terry Goodkind,1997,A. Mondadori,Fiction
868,Chainfire,Terry Goodkind,2005,A. Mondadori,Fiction
1226,Debt of Bones,Terry Goodkind,2004,HarperTrophy,Fiction
3067,Naked Empire,Terry Goodkind,2004,Atria,Fiction
3369,Phantom,Terry Goodkind,2007,Plume Books,Fiction
5602,The Pillars of Creation,Terry Goodkind,2002,Servant Publications,Fiction
5965,The Sword of Truth,Terry Goodkind,1998,Univ of Arizona Pr,Fiction
6706,Wizard's First Rule,Terry Goodkind,2003,Pocket,Fiction
1339,Douglas Adams's Starship Titanic,Terry Jones,1998,Silhouette,Fiction
4241,Terry Jones' Medieval Lives,Terry Jones;Alan Ereira,2005,Bantam Books,History
1581,Fairy Tales,Terry Jones;Michael Foreman,1987,Simon &amp; Schuster,Children's stories
1754,From Sawdust to Stardust,Terry Lee Rioux,2005,Alianza,Biography & Autobiography
4114,Strangers in Paradise,Terry Moore,2004,Dell Publishing Company,Comics & Graphic Novels
4115,Strangers in Paradise,Terry Moore,2005,Ballantine Books,Comics & Graphic Novels
1492,Eric,Terry Pratchett,1990,Southwest Parks &amp; Monuments Association,Fantasy fiction
1858,Going Postal,Terry Pratchett,2004,Back Bay Books,Fiction
2075,Hogfather,Terry Pratchett,2006,Scholastic,Christmas
2410,Johnny and the Dead,Terry Pratchett,2006,Spectra,Juvenile Fiction
2680,Lords and Ladies,Terry Pratchett,2005,A. Mondadori,Discworld (Imaginary place)
2992,Moving Pictures,Terry Pratchett,2005,Pleasant Company Publications,Discworld (Imaginary place)
3568,Reaper Man,Terry Pratchett,2005,Scholastic,Discworld (Imaginary place)
3632,Rincewind the Wizzard,Terry Pratchett,1999,Fawcett Books,Discworld (Imaginary place)
3993,Soul Music,Terry Pratchett,1999,Feltrinelli,Discworld (Imaginary place)
4117,Strata,Terry Pratchett,1988,Dtv,English fiction
4301,The Amazing Maurice and His Educated Rodents,Terry Pratchett,2001,Pocket Star,Juvenile Fiction
4511,The Bromeliad Trilogy,Terry Pratchett,2003,Dell Publishing Company,Juvenile Fiction
5237,The Last Hero,Terry Pratchett,2001,Distribooks Inc,Discworld (Imaginary place)
5275,The Light Fantastic,Terry Pratchett,2000,Pocket,Fiction
6038,The Truth,Terry Pratchett,2002,Ballantine Books,Drama
6133,The Wee Free Men,Terry Pratchett,2004,Tor Books (Mm),Juvenile Fiction
6634,Where's My Cow?,Terry Pratchett,2005,Dover Publications,Children's stories
6065,The Unadulterated Cat,Terry Pratchett;Gray Jolliffe,2002,Little Brown &amp; Co,Cats
1174,Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,2006,Ecco Press,Cosmology
233,A Tourist Guide to Lancre,Terry Pratchett;Stephen Briggs,1998,Sweet Valley,Fiction
3072,Nanny Ogg's Cookbook,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan,2001,A. Mondadori,Fiction
474,Artful Paper Dolls,Terry Taylor,2006,Arrow (A Division of Random House Group),Crafts & Hobbies
809,Call After Midnight & Under the Knife,Tess Gerritsen,2006,Pocket,Fiction
1893,Gravity,Tess Gerritsen,2004,Ballantine Books,Science fiction
1978,Harvest,Tess Gerritsen,1997,Fischer (Tb.),Fiction
2613,Life Support,Tess Gerritsen,1998,Heyne,Fiction
4325,The Apprentice,Tess Gerritsen,2005,Harlequin,Boston (Mass.)
5879,The Sinner,Tess Gerritsen,2004,Jove Books,Boston (Mass.)
5958,The Surgeon,Tess Gerritsen,2005,Bantam Dell Pub Group,Boston (Mass.)
6496,Vanish,Tess Gerritsen,2006,Delta,Fiction
730,Body Double,tess girritsen,2005,Tor Books,Fiction
6621,When the Elephants Dance,Tess Uriza Holthe,2003,Fawcett Books,Fiction
4493,The Boy in White,Tessa Kay,1987,Berkley Publishing Group,Fiction
4438,The Birth of Heroin and the Demonization of the Dope Fiend,Th Metzger,1998,St. Martin's Minotaur,Social Science
5484,The New York Times Guide to Essential Knowledge,The New York Times,2004,Picador,Reference
5565,"The Paris Review Interviews, I",The Paris Review,2006,Pocket,Biography & Autobiography
865,Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,2006,Pocket Star,History
1907,Green Eggs and Ham,Theodor Seuss Geisel;Dr. Seuss,1960,Delta,Juvenile Fiction
5398,The Memoirs of Elizabeth Frankenstein,Theodore Roszak,1996,Mercure de France,Fiction
197,A Saucer of Loneliness,Theodore Sturgeon,2002,Better Homes and Gardens Books,Fiction
4559,The Cay,Theodore Taylor,2003,Penguin Books,Juvenile Fiction
1794,Genetics and the Origin of Species,Theodosius Dobzhansky,1982,Kriya Yoga Publications,Science
5238,The Last Hours of Ancient Sunlight,Thom Hartmann,2004,Penguin (Non-Classics),Political Science
4063,Star Wars: Empire Volume 6 In The Shadows of Their Fathers,Thomas Andrews;Scott Allie;Adriana Melo; Michael LaCombe; Joe Corroney,2005,Columbia University Press,Comics & Graphic Novels
4142,Summa Theologica,Thomas Aquinas,2000,Warner Books,"Theology, Doctrinal"
3264,Open City 6,Thomas Beller;James Purdy;Strawberry Saroyan;Debra Garrison;Michael Cunningham,2000,Hodder &amp; Stoughton Ltd,Fiction
2133,How to Read Literature Like a Professor,Thomas C. Foster,2003,Bantam Books,Literary Criticism
2114,How the Irish Saved Civilization,Thomas Cahill,1995,Trafalgar Square,Books
2115,How the Irish Saved Civilization,Thomas Cahill,1996,Pocket,History
3700,Sailing the Wine-Dark Sea,Thomas Cahill,2004,Prentice Hall,History
4986,The Gifts of the Jews,Thomas Cahill,2001,Dell Publishing Company,Bible
5628,The Politically Incorrect Guide To American History,"Thomas E. Woods, Jr.",2004,Bantam,History
485,Assassinating Shakespeare,Thomas Goltz,2006,Vintage Books,Biography & Autobiography
1593,Far from the Madding Crowd,Thomas Hardy,1994,A. Mondadori,England
5680,The Pursuit of the Well-beloved and the Well-beloved,Thomas Hardy,2007,HarperCollins Publishers,Fiction
5736,The Return of the Native,Thomas Hardy,1994,Delta,Fiction
4976,The Gate of Fire,Thomas Harlan,2001,Dell Publishing Company,Fiction
6561,Wasteland of Flint,Thomas Harlan,2004,Warner Books,Fiction
683,Black Sunday,Thomas Harris,2005,Prentice Hall Art,Fiction
1944,Hannibal,Thomas Harris,2000,Random House Canada,Dangerously mentally ill
3577,Red Dragon,Thomas Harris,1992,Avon,Adventure stories
5066,The Hannibal Lecter Trilogy,Thomas Harris,2001,Dell Publishing Company,"Lecter, Hannibal (Fictitious character)"
2594,Leviathan,Thomas Hobbes;Edwin M. Curley,1994,A. Mondadori,Philosophy
5414,The Millionaire Next Door,Thomas J. Stanley;William D. Danko,1998,Bantam Books,Biography & Autobiography
512,Autobiography of Thomas Jefferson,Thomas Jefferson,2005,Bantam,History
4995,The Girls of Lighthouse Lane #3,Thomas Kinkade;Erika Tamar,2005,Diogenes,Juvenile Fiction
5266,The Lexus and the Olive Tree,Thomas L. Friedman,2000,Goldmann,Capitalism
6182,The World is Flat,Thomas L. Friedman,2005,Delta,Computer science
6183,The World Is Flat [Updated and Expanded],Thomas L. Friedman,2006,Bantam,Social Science
1315,Doctor Faustus,Thomas Mann,1992,Edicions 62,Fiction
2558,Learning to Love,Thomas Merton,1998,Ballantine Books,Religion
3991,Soul Mates,Thomas Moore,1994,Riverhead Books,Psychology
1894,Gravity's Rainbow,Thomas Pynchon,1973,Point Fantasy,Fiction
1895,Gravity's Rainbow,Thomas Pynchon,1974,Distribooks Inc,
2826,Mason & Dixon,Thomas Pynchon,2004,Vintage Books USA,Fiction
4721,The Crying of Lot 49,Thomas Pynchon,1999,Penguin USA (Paper),Fiction
4722,The Crying of Lot 49,Thomas Pynchon,1966,Del Rey,Fiction
6482,V.,Thomas Pynchon,1999,Arcade Publishing,Fiction
6514,Vineland,Thomas Pynchon,1997,Ferguson Publishing Company,Fiction
2451,Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz;M. K. Brett-Surman,2001,Back Bay Books,Juvenile Nonfiction
5186,The John Adams Reader,Thomas Robert May,2006,Bantam Books,Music
5566,The Parrot Head Companion,Thomas Ryan,1998,Berkley Publishing Group,Music
70,A Conflict Of Visions,Thomas Sowell,2002,Baen,History
447,Applied Economics,Thomas Sowell,2004,Baen,Business & Economics
2497,Knowledge And Decisions,Thomas Sowell,1996,St. Martin's Paperbacks,Law
3018,Murder in the Cathedral,Thomas Stearns Eliot,1963,Scribner,Drama
6124,The Waste Land and Other Writings,Thomas Stearns Eliot,2002,Harlequin Books SA,Poetry
6123,The Waste Land,Thomas Stearns Eliot;Ezra Pound,1974,Aufbau Tb,Poetry
4321,The Annotated Waste Land with Eliot's Contemporary Prose,Thomas Stearns Eliot;Lawrence S. Rainey,2006,Perennial,Literary Criticism
4154,Superheroes and Philosophy,Thomas V. Morris;Matt Morris;William Irwin,2005,scholastic,Comics & Graphic Novels
2668,"Look Homeward, Angel",Thomas Wolfe,2006,Onyx Books,Fiction
3203,Of Time and the River,Thomas Wolfe,1999,Pocket,Fiction
6771,You Can't Go Home Again,Thomas Wolfe,1998,Douglas Gibson Books,Fiction
4276,The Adventures of Jimmy Skunk,Thornton W. Burgess;Harrison Cady;Thea Kliros,1994,Michael Joseph,Juvenile Fiction
2062,History -,Thucydides,1989,Scribner,
2068,History of the Peloponnesian War,Thucydides,1976,A. Mondadori,History
3226,"On Justice, Power, and Human Nature",Thucydides,1993,University of Pennsylvania Press,History
5574,The Peloponnesian War,Thucydides;Steven Lattimore,1998,HarperTorch,History
2806,Marketing and the Bottom Line,Tim Ambler,2003,A. Mondadori,Business & Economics
1890,Grand Theft Auto,Tim Bogenn;Rick Barba,2004,Harper Row,Games & Activities
6299,Tim Burton,Tim Burton,2005,St. Martin's Paperbacks,Biography & Autobiography
4412,The Best American Travel Writing 2006,Tim Cahill;Jason Wilson,2006,Hyperion,Travel
924,Chop Shop,Tim Downs,2004,J'ai lu,Fiction
3871,Shoofly Pie,Tim Downs,2003,Mille et Une Nuits,Fiction
2413,John's Story,Tim F. LaHaye,2006,Meadowbrook,Bible
5699,The Rapture,Tim F. LaHaye,1998,Ballantine Books,Religion
5830,The Secret on Ararat,Tim F. LaHaye;Bob Phillips,2006,Orion mass market paperback,Fiction
462,Armageddon,Tim F. LaHaye;Jerry B. Jenkins,2003,Ocean Tree Books,Fiction
1249,Desecration,Tim F. LaHaye;Jerry B. Jenkins,2002,Gallimard,Fiction
2488,Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,2007,A. Mondadori,Fiction
5698,The Rapture,Tim F. LaHaye;Jerry B. Jenkins,2007,Scholastic,Fiction
5725,The Regime,Tim F. LaHaye;Jerry B. Jenkins,2005,Vintage Books USA,Fiction
4874,The Eternal Frontier,Tim Flannery,2002,Ballantine Books,History
2562,Left behind,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins,1998,Ocean Tree Books,Fiction
5750,The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,2005,Travelers' Tales Guides,Fiction
2205,If I Die in a Combat Zone,Tim O'Brien,2003,Landoll,"Vietnam War, 1961-1975"
2252,In the Lake of the Woods,Tim O'Brien,2006,Ballantine Books,Fiction
5511,The Nuclear Age,Tim O'Brien,1996,Fawcett Books,Fiction
1284,Dirt Music,Tim Winton,2008,Distribooks Int'l+inc,Fiction
6602,"What Life Was Like on the Banks of the Nile: Egypt, 3050-30 B.C.",Time-Life,1996,Andres Bello,Egypt
711,Blood Done Sign My Name,Timothy B. Tyson,2004,Icon Books,Biography & Autobiography
6187,"The World Treasury of Physics, Astronomy, and Mathematics",Timothy Ferris;Clifton Fadiman,1993,Little,Education
1588,Famous Last Words,Timothy Findley,2001,Pocket,Prisoners of war
6121,The Wars,Timothy Findley,2001,Avon,Fiction
3294,Outlander,Timothy Truman;Tom Raney,2001,Penguin Books,Juvenile Fiction
4050,Star Wars,Timothy Zahn,2007,Pearson Education,Fiction
4163,Survivor's Quest,Timothy Zahn,2005,Signet Book,Life on other planets
3967,Something Borrowed,Tina Reilly,2004,Dover Publications,Birthparents
161,A Modernist View of Plated Desserts (Grand Finales),Tish Boyle;Timothy Moriarty,1997,Goldmann,Cooking
694,Bleach,Tite Kubo,2007,Viking Books,Comics & Graphic Novels
695,Bleach,Tite Kubo,2006,Pan Macmillan,Comics & Graphic Novels
2233,In Pharaoh's Army,Tobias Wolff,1995,Mira,"Authors, American"
2234,In Pharaoh's Army,Tobias Wolff,1995,Bantam Books,Biography & Autobiography
3208,Old School,Tobias Wolff,2005,William Morrow,Authors
6235,This boy's life,Tobias Wolff,1999,Harpercollins,Biography & Autobiography
2861,Media Unlimited,Todd Gitlin,2003,STRAPLESS,Social Science
5885,The Sixties,Todd Gitlin,1993,Phaidon Press,History
6147,The Whole World Is Watching,Todd Gitlin,2003,Delta,Political Science
5164,The Intellectuals and the Flag,Todd Gitlin;Professor of Culture Journalism and Sociology Todd Gitlin,2006,Delta,Political Science
304,Airborne,Tom Clancy,1997,A. Mondadori,History
954,Clear and Present Danger,Tom Clancy,1989,Eos,Intelligence service
1227,Debt of Honor,Tom Clancy,1995,Penguin USA,Fiction
3343,Patriot Games,Tom Clancy,1992,Dell Publishing Company,"Ryan, Jack (Fictitious character)"
3539,Rainbow Six,Tom Clancy,1999,Pocket Books,Fiction
4388,The Bear and the Dragon,Tom Clancy,2001,Zebra Books,Fiction
4544,The Cardinal of the Kremlin,Tom Clancy,1989,HarperCollins,Intelligence service
6698,Without Remorse,Tom Clancy,1994,Pub Group West,Fiction
1307,Divide and Conquer,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,2000,Harlequin,Fiction
3750,Sea of Fire,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,2003,A. Mondadori,Fiction
