ID,title,authors,year,publisher,subject
3646,Robert Langdon Novels,Dan Brown,2003,A. Mondadori,Art museum curators
4732,The Da Vinci Code,Dan Brown,2003,Dell Publishing Company,Fiction
4733,The Da Vinci Code,Dan Brown,2006,Dell Publishing Company,Fiction
2624,Lila's Child,Dan Glover,2003,Anchor Books/Doubleday,Computers
1964,Harrington on Hold 'em,Dan Harrington;Bill Robertie,2005,Pocket,Games & Activities
3761,Secret of the Peaceful Warrior,Dan Millman,1991,Del Rey Books,Juvenile Fiction
5274,The Life You Were Born to Live,Dan Millman,2000,Dell Publishing Company,Self-Help
6570,Way of the Peaceful Warrior,Dan Millman,2006,St. Martin's Press,"Body, Mind & Spirit"
3733,Savage Love,Dan Savage,1998,Roc,Self-Help
833,Carrion Comfort,Dan Simmons,1990,Dtv,Fiction
1959,Hardcase,Dan Simmons,2002,J'ai lu,Fiction
3214,Olympos,Dan Simmons,2006,Gallimard,Fiction
4145,Summer of Night,Dan Simmons,1992,Ballantine Books,Fiction
5111,The Hollow Man,Dan Simmons,1993,Regan Books,Fiction
5139,The Hyperion Omnibus,Dan Simmons,2004,MJF Books,Fiction
5749,The Rise of Endymion,Dan Simmons,1998,Alfred A. Knopf,Fiction
5987,The Terror,Dan Simmons,2007,Bantam,Fiction
6733,Worlds Enough & Time,Dan Simmons,2002,Fawcett Books,Fiction
4138,Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,2010,Wizards of the Coast,Fiction
1455,Elbow Room,Daniel Clement Dennett,1984,Signet Book,Philosophy
124,A Journal of the Plague Year,Daniel Defoe,2003,Viking Books,Fiction
2942,Moll Flanders,Daniel Defoe,1993,Scholastic,Fiction
3652,Robinson Crusoe,Daniel Defoe,2003,Groundwood Books,Juvenile Fiction
3653,Robinson Crusoe,Daniel Defoe,2003,Dell,Fiction
3654,Robinson Crusoe,Daniel Defoe;Michael Shinagel,1994,Dell,Fiction
1992,Healing Emotions,Daniel Goleman,2003,Zebra Books,Health & Fitness
3950,Social Intelligence,Daniel Goleman,2006,A. Mondadori,Psychology
635,Betty Friedan and the Making of The Feminine Mystique,Daniel Horowitz,2000,A. Mondadori,Political Science
2072,Hitler's Willing Executioners,Daniel Jonah Goldhagen,1997,Berkley Publishing Group,Antisemitism
1682,Flowers for Algernon,Daniel Keyes,2005,Back Bay Books,Fiction
765,Breaking Open the Head,Daniel Pinchbeck,2004,NTC/Contemporary Publishing Company,Hallucinogenic drugs
6601,What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,1994,Dell,Education
4897,The Family that Couldn't Sleep,Daniel T. Max,2006,Bantam Books,Health & Fitness
6396,True Blue,Daniel Topolski;Patrick Robinson,1989,Bantam,London (England)
4047,Star Wars,Daniel Wallace,2002,St. Martin's Paperbacks,Fiction
1160,Dante's Inferno,Dante (Alighieri);Dante Alighieri,1995,Picador USA,Poetry
1308,Divina Commedia. English,Dante Alighieri,1986,Oxford University Press,Poetry
1309,Divina Commedia. English,Dante Alighieri,1985,A. Mondadori,Poetry
1310,Divine Comedy - Purgatorio,Dante Alighieri,1988,Delta,
2277,Inferno,Dante Alighieri,1997,A. Mondadori,Literary Criticism
4631,"The Comedy of Dante Alighieri, the Florentine: Purgatory",Dante Alighieri,1949,Simon &amp; Schuster,Poetry
4813,The Divine Comedy & Paradise,Dante Alighieri,1962,Putnam Publishing Group,Poetry
5634,The Portable Dante,Dante Alighieri,2003,Silhouette,Fiction
4812,The Divine Comedy,Dante Alighieri;Charles Hubert Sisson;David H. Higgins,1998,Plume Books,Poetry
861,Caucasia,Danzy Senna,1998,Pocket,Fiction
5246,The Last Shot,Darcy Frey,2004,Berkley Publishing Group,Sports & Recreation
397,Anatomy of a Boyfriend,Daria Snadowsky,2007,Berkley Publishing Group,Juvenile Fiction
4286,The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,2005,Crabtree Publishing Company,History
1426,Economic Origins of Dictatorship and Democracy,Daron Acemoglu;James A. Robinson,2006,HarperTorch,Business & Economics
5645,The Power of Infinite Love & Gratitude,Darren R. Weissman,2007,Da Capo Press,Health & Fitness
942,Cirque Du Freak #10: The Lake of Souls,Darren Shan,2006,Replica Books,Young Adult Fiction
6383,Trials of Death,Darren Shan,2005,Distribooks Inc,Juvenile Fiction
6494,Vampire Mountain,Darren Shan,2004,Anchor,Juvenile Fiction
755,Brando Unzipped,Darwin Porter,2006,PublicAffairs,Biography & Autobiography
1175,Dashiell Hammett,Dashiell Hammett,2005,Pocket,
3578,Red Harvest,Dashiell Hammett,2003,New Amer Library (Mm),Continental Op (Fictitious character)
4696,The Continental Op,Dashiell Hammett,2004,Dorling Kindersley Publishing,Continental Op (Fictitious character)
4735,The Dain Curse,Dashiell Hammett,1929,Paraclete Press (MA),Continental Op (Fictitious character)
5360,The Maltese Falcon,Dashiell Hammett,2005,Farrar Straus &amp; Giroux,Crime investigations
1646,Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,2006,Del Rey Books,Juvenile Fiction
1783,Galileo's Daughter,Dava Sobel,2000,Mutual Pub,Astronomers
2667,Longitude,Dava Sobel;Neil Armstrong,2005,St. Martin's Griffin,Science
5151,The Illustrated Longitude,Dava Sobel;William J.H. Andrewes,2003,Putnam Publishing Group,Science
1094,Created In Darkness By Troubled Americans,Dave Eggers,2005,Warner Books,Humor
2146,How We are Hungry,Dave Eggers,2004,Warner Books,Fiction
2852,McSweeney's,Dave Eggers,2005,Signet Classics,Fiction
2855,McSweeney's,Dave Eggers,2007,A. Mondadori,Fiction
4417,The Best of McSweeney's,Dave Eggers,2005,Dell Publishing Company,"Short stories, American"
6309,Timothy McSweeney's,Dave Eggers,2004,Carroll &amp; Graf Publishers,Fiction
6600,What is the what,Dave Eggers,2006,Yearling Books,Fiction
6776,You Shall Know Our Velocity,Dave Eggers,2004,Riverhead Books,Fiction
6777,You Shall Know Our Velocity!,Dave Eggers,2003,St Martins Pr (Mm),Fiction
3453,Power of An Hour,Dave Lakhani,2006,Magic Carpet Books,Business & Economics
4993,"The Girl, the Dragon, and the Wild Magic",Dave Luckett,2003,Dell Publishing Company,Juvenile Fiction
6109,The Walls of Spyte,Dave Morris;Oliver Johnson;Jamie Thomson;Russ Nicholson;Geoff Wingate,1988,Miramax,
4119,Strawberry Days,David A. Neiwert,2005,Berkley Publishing Group,History
362,American Sign Language The Easy Way,David A. Stewart;Elizabeth Stewart;Jessalyn Little,2006,A. Mondadori,Language Arts & Disciplines
4989,The Giraffe who was Afraid of Heights,David A. Ufer,2006,Penguin USA,Juvenile Fiction
6804,Zondervan Handbook to the Bible,David Alexander;Pat Alexander,2005,McGraw-Hill,Religion
1807,Getting Things Done,David Allen,2001,Warner Books,Business & Economics
3915,Skellig,David Almond,2001,Ballantine Books,Juvenile Fiction
1968,Harry Potter and Philosophy,David Baggett;Shawn Klein;William Irwin,2004,HarperBusiness,Fiction
269,Absolute Power,David Baldacci,2003,Broadman &amp; Holman Pub,Murder
2103,Hour Game,David Baldacci,2005,Our Sunday Visitor,Fiction
2528,Last Man Standing,David Baldacci,2002,Harvest House Publishers,English fiction
3738,Saving Faith,David Baldacci,2000,A. Mondadori,Fiction
4627,The Collectors,David Baldacci,2006,Little,Fiction
6131,The Wealthy Barber,David Barr Chilton,2002,Feltrinelli,"Finance, Personal"
3490,Propaganda and the Public Mind,David Barsamian;Noam Chomsky,2001,Anchor Pub,Language and languages
1396,E,David Bodanis,2000,Bantam Books,Science
1399,E=mc2,David Bodanis,2000,Scholastic,Science
2961,Moonage Daydream,David Bowie,2005,Belknap Press,Music
4565,The Chaneysville Incident,David Bradley,1990,Dover Publications,History
781,Brightness Reef,David Brin,1996,Scribner,Fiction
1680,Flowers,David Burnie,1997,Riverhead Books,Juvenile Nonfiction
2282,Insects & Spiders,David Burnie,1997,Bantam Books,Juvenile Nonfiction
6379,Tree,David Burnie,2000,O'Reilly,Juvenile Nonfiction
417,Animal,David Burnie;Don E. Wilson,2005,Heyne,Zoology
616,Berlioz,David Cairns,2003,Laurel-Leaf Books,Biography & Autobiography
3141,Nineteen Sixty Eight,David Charles Hoeh,2000,Berkley Publishing Group,
4754,The Days of Vengeance,David Chilton,1987,Perennial Currents,Bible
6130,The Wealthy Barber,David Chilton,1996,Little,"Finance, Personal"
5347,The Magical Worlds of the Lord of the Rings,David Colbert,2002,Valdemar,Fiction
4229,Ten Days to Self-Esteem,David D. Burns,1999,Free Press,Self-Help
4911,The Feeling Good Handbook,David D. Burns,1999,Roc,Psychology
2360,James Dean,David Dalton,2001,Signet Book,Biography & Autobiography
6329,Tolkien,David Day,1991,Dell Publishing Company,Fiction
364,American Tragedy,David E. Kaiser,2000,A. Mondadori,History
845,Castle of Wizardry,David Eddings,2000,Tyndale House Publishers,Fantasy fiction
3513,Queen of Sorcery,David Eddings,2000,Tyndale House Publishers,Fantasy fiction
4399,The Belgariad Boxed Set,David Eddings,1986,Touchstone,Fiction
4400,The Belgariad V.2,David Eddings,2002,Fawcett Books,Fantasy
6701,Wittgenstein's Poker,David Edmonds;John Eidinow,2002,Fawcett Books,Philosophy
4079,Stephen Hawking's Universe,David Filkin,1998,Tor Fantasy,Science
2765,Making and Mastering Wood Planes,David Finck;James Krenov,2005,Fitzhenry &amp; Whiteside Limited,Crafts & Hobbies
1739,Franz Kafka's The Castle,David Fishelson;Aaron Leichter,2001,Silhouette,Drama
220,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,1997,Story Line Press,Humor
221,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,1998,Back Bay Books,Popular culture
776,Brief Interviews with Hideous Men,David Foster Wallace,2001,Ballantine Books,Misogyny
1060,Consider the Lobster,David Foster Wallace,2005,Trafalgar Square Books,Literary Criticism & Collections
1829,Girl with Curious Hair,David Foster Wallace,1989,Nórdica,Fiction
3191,Oblivion,David Foster Wallace,2005,Barron's Educational Series,Fiction
871,Change Or Die,David Foster Wallace;Mary Gaitkill;Irvine Welsh;David Berman;Delmore Schwartz,2000,Warner Books,American literature
86,A Fabulous Formless Darkness,David G. Hartwell,1992,A. Mondadori,Fiction
4744,The Dark Descent,David G. Hartwell,1990,Jove Books,"Horror tales, English"
5395,The Medusa in the Shield,David G. Hartwell,1991,Silhouette,Fiction
5967,The Swords of Night and Day,David Gemmell,2005,Signet Classics,Drenai (Imaginary place)
3202,Of Tender Sin,David Goodis,1952,St Martins Press,Fiction
3872,Shoot the Piano Player,David Goodis,1990,Pocket,Fiction
4453,The Blonde on the Street Corner,David Goodis,1954,Crown Publishers,Fiction
1279,Dinner With A Perfect Stranger,David Gregory,2005,Tusquets Editores,Fiction
1037,Complete Greek Tragedies,David Grene;Richmond Lattimore,1942,Delacorte Press,
1906,Greek Tragedies,David Grene;Richmond Lattimore,1960,Fawcett Books,Literary Criticism
4650,The Complete Greek Tragedies,David Grene;Richmond Lattimore,1973,Little,
310,Albion's Seed,David Hackett Fischer,1989,Heyne,Fiction
1910,Growing Old in America,David Hackett Fischer,1978,Everyman Paperback Classics,Religion
3347,Paul Revere's Ride,David Hackett Fischer,1995,Heyne,Art
5040,The Great Wave,David Hackett Fischer,1999,Dell Publishing Company,Business & Economics
2725,Lucifer's Shadow,David Hewson,2005,Ivy Books,Fiction
3382,Philosophy of Mind,David John Chalmers,2002,Ace Books,Philosophy
6178,The Working Poor,David K. Shipler,2005,BBC Consumer Publishing,Social Science
4892,The Faiths of the Founding Fathers,David L. Holmes,2006,Dell Publishing Company,Biography & Autobiography
6553,War of the Rats,David L. Robbins,2000,Signet Book,Fiction
452,Are We There Yet?,David Levithan,2007,Punto de Lectura,Juvenile Fiction
5713,The Realm of Possibility,David Levithan,2006,Distribooks Inc,Juvenile Fiction
6241,This is Push,David Levithan,2007,Dell Publishing Company,Juvenile Fiction
6633,"Where We Are, what We See",David Levithan,2005,Avon Books,Juvenile Nonfiction
17,10 Things I Hate about You,David Levithan;Karen McCullah Lutz;Kirsten Smith,1999,University of North Carolina Press,Dating (Social customs)
6716,Wonder of the World,David Lindsay-Abaire,2003,Avon,Drama
1394,Dunk,David Lubar,2004,Amereon Ltd,Juvenile Fiction
2044,Hidden Talents,David Lubar,2007,Perennial,Juvenile Fiction
2253,In the Land of the Lawn Weenies,David Lubar,2003,Knopf,Juvenile Fiction
4879,The Evolution of Desire,David M. Buss,2003,Roc,Health & Fitness
216,A Star Trek: The Next Generation: Time #7: A Time to Kill,David Mack,2004,Penguin Books Ltd,Fiction
380,An Imaginary Life,David Malouf,1999,Fabbri - RCS Libri,Australian fiction
5041,The Great World,David Malouf,1999,Edizioni E/O,Australia
4365,The Avalanche Handbook,David McClung;Peter A. Schaerer,2006,Signet Book,Sports & Recreation
2403,John Adams,David McCullough,2001,HarperSanFrancisco,Biography & Autobiography
2404,John Adams,David McCullough,2002,A. Mondadori,Biography & Autobiography
2979,Mornings on Horseback,David McCullough,1982,Dell,Biography & Autobiography
3812,Seventeen Seventy-six,David McCullough,2006,Octopus Publising Group Plc,Biography & Autobiography
6338,Tom Clancy's Splinter Cell,David Michaels,2004,Ballantine Books,Fiction
890,Checkmate,David Michaels;Tom Clancy,2006,Grove Press,Fiction
1814,Ghostwritten,David Mitchell,2001,Soho Press,Fiction
489,Assumed Identity,David Morrell,1994,DAW Books,Fiction
673,Black Evening,David Morrell,2000,St. Martin's Press,Short stories
4514,The Brotherhood of the Rose,David Morrell,1992,MacAdam/Cage Publishing,
3424,Player's Handbook II,David Noonan,2006,Trafalgar Square,Games
2224,IMovie 4 & IDVD,David Pogue,2004,Avon,Computers
4591,The Circle,David Poyer,1993,Dell Publishing Company,Fiction
4044,Star Trek: The Original Series: Crucible: McCoy: Provenance of Shadows,David R. George III,2006,Penguin Books Ltd,Fiction
4045,Star Trek: The Original Series: Crucible: Spock: The Fire and the Rose,David R. George III,2006,Faber &amp; Faber,Fiction
1297,Discovery of the Presence of God,David R. Hawkins,2006,A. Mondadori,"Body, Mind & Spirit"
3455,Power Vs. Force,David R. Hawkins,2002,Berkley Publishing Group,"Body, Mind & Spirit"
4884,The Eye of the I,David R. Hawkins,2001,A. Mondadori,"Body, Mind & Spirit"
6361,Transcending the Levels of Consciousness,David R. Hawkins,2005,Astran Inc,Religion
2199,Iceland,David Roberts;Jon Krakauer,1998,Fawcett Books,Travel
6544,Walt Whitman's America,David S. Reynolds,1996,Love Spell,Biography & Autobiography
103,A Gateway to Sindarin,David Salo,2004,Simon &amp; Schuster,Language Arts & Disciplines
2491,Kissing in Manhattan,David Schickler,2002,Goldmann,Fiction
2857,Me Talk Pretty One Day,David Sedaris,2002,Bantam Books,Education
5786,The Santaland Diaries,David Sedaris,1998,St. Martin's Paperbacks,Performing Arts
4699,The Corner,David Simon;Edward Burns,1998,Knopf,Social Science
3487,Programming Ruby,David Thomas,2004,Yearling,Computers
745,Bound in Blood,David Thomas Lord,2001,Scribner,Fiction
300,Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,2006,Signet Book,Computers
301,Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,2005,Dell Publishing Company,Computers
1861,Gold Rage,David Thompson,1999,St Martins Pr,Fiction
2989,Mountain Madness,David Thompson,1998,Scholastic Paperbacks (Mm),Fiction
654,Bioinformatics,David W. Mount,2004,William Morrow,Science
3188,Oath of Swords,David Weber,2006,MTV,Fiction
3218,On Basilisk Station,David Weber,2005,Simon &amp; Schuster,Fiction
6678,Wind Rider's Oath,David Weber,2005,Avon,Fiction
2795,March Upcountry,David Weber;John Ringo,2002,St. Martin's Press,Fiction
2954,Monster Island,David Wellington,2006,A. Mondadori,Fiction
4049,Star Wars,David West Reynolds;James Luceno,2006,Piper,Juvenile Nonfiction
3766,Sector 7,David Wiesner,1999,HarperSanFrancisco,Juvenile Fiction
1669,Five Tʻang poets,David Young,1990,A. Mondadori,Poetry
29,200 Quilt Blocks to Mix & Match,Davina Thomas,2005,Signet Book,Crafts & Hobbies
1433,"Edgar Allan Poe, A to Z",Dawn B. Sova;Branko·Sou閏ek,2001,Pantheon Books,Biography & Autobiography
2649,Live Like a Jesus Freak,DC Talk,2001,A. Mondadori,Religion
2390,Jesus Freaks,DC Talk (Musical group),1999,Penguin USA,Religion
1166,Dark Rivers of the Heart/Intensity/Sole Survivor,Dean Koontz,2001,L�?¼bbe,Fiction
2198,Icebound,Dean Koontz,2000,Counterpoint Press,Fiction
4112,Strangers,Dean Koontz,2002,Pond Publishing,Fiction
4375,The Bad Place,Dean Koontz,2004,Warner Books,Fiction
4473,The Bone Yard,Dean Koontz,1991,Pocket Books,Fiction
5201,The Key to Midnight,Dean R. Koontz,1995,Silhouette,Fiction
1610,Fear Nothing,Dean Ray Koontz,1998,Pocket (FR),Fiction
1706,Forever Odd,Dean Ray Koontz,2006,A. Mondadori,Fiction
2045,Hideaway,Dean Ray Koontz,2005,Villard Books,Fiction
2288,Intensity,Dean Ray Koontz,2000,Scribner,Fiction
2618,Lightning,Dean Ray Koontz,2003,Alfaguara Ediciones,Fiction
3196,Odd Thomas,Dean Ray Koontz,2006,Paul Dry Books,FICTION
3371,Phantoms,Dean Ray Koontz,2001,Avon,Fiction
3825,Shadow Fires,Dean Ray Koontz,1987,Ballantine Books,Fiction
3857,Shattered,Dean Ray Koontz,1985,Vintage,Fiction
4889,The Face,Dean Ray Koontz,2003,Trafalgar Square,Fiction
5138,The Husband,Dean Ray Koontz,2006,Broadway,Fiction
5969,The Taking,Dean Ray Koontz,2005,Trafalgar Square,Fiction
6258,Three Complete Novels,Dean Ray Koontz,2000,HarperCollins,Fiction
6501,Velocity,Dean Ray Koontz,2005,Ballantine Books,Fiction
413,Angels Don't Know Karate,Debbie Dadey;Marcia Thornton Jones,1996,Frog Ltd.,Juvenile Fiction
6495,Vampires Don't Wear Polka Dots,Debbie Dadey;Marcia Thornton Jones,1990,Penguin Uk,Juvenile Fiction
6584,Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,1991,Emece Editores,Juvenile Fiction
6585,Werewolves Don't Run For President,Debbie Dadey;Marcia Thornton Jones,2004,St. Martin's Paperbacks,Juvenile Fiction
3032,My Lord Eternity,Debbie Raleigh,2003,A. Mondadori,Fiction
5927,The Stories (So Far) of Deborah Eisenberg,Deborah Eisenberg,1997,Pocket,Fiction
5048,The Grits (Girls Raised in the South) Guide to Life,Deborah Ford;Edie Hand,2003,Doubleday Books,Social Science
3681,Runaway Bride,Deborah Gordon,1994,Harlequin,Fiction
892,Cheetah Girls #2: Shop in the Name of Love,Deborah Gregory;Paul Mantell,1999,Free Press,Juvenile Fiction
1885,Gothic!,Deborah Noyes,2005,A. Mondadori,Horror stories
401,And I Don't Want to Live this Life,Deborah Spungen,1996,Putnam Publishing Group,Biography & Autobiography
3894,Sins of a Shaker Summer,Deborah Woodworth,1999,Bantam,Fiction
6665,Wild Fire,Debra Cowan,2006,Perennial,Fiction
4306,The American Flag,Debra Hess,2003,MTV,Juvenile Nonfiction
5269,The Liberty Bell,Debra Hess,2003,Riverhead Books,History
5919,The Star-Spangled Banner,Debra Hess,2003,Anchor Books/Doubleday,Juvenile Nonfiction
5921,The Statue of Liberty,Debra Hess,2003,Riverhead Books,History
6141,The White House,Debra Hess,2003,Riverhead Books,History
5114,The Horizontal World,Debra K. Marquart,2006,Bantam Books,Biography & Autobiography
5632,"The Porcelain Dove, Or, Constancy's Reward",Delia Sherman,1994,Delta,Fiction
6288,Through a Brazen Mirror,Delia Sherman,1999,Bantam Books (Mm),Fiction
2291,Interfictions,Delia Sherman;Theodora Goss,2007,Toby Press,Fiction
2895,Michael's Golden Rules,Deloris Jordan;Michael Jordan,2007,Scholastic,Juvenile Fiction
3713,Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,2003,Bantam Books,Juvenile Nonfiction
81,A Diderot Pictorial Encyclopedia of Trades and Industry,Denis Diderot,1993,Grove Press,Design
2357,Jacques the Fatalist and His Master,Denis Diderot,1999,A. Mondadori,Fiction
3544,Rameau's Nephew / D'alembert's Dream,Denis Diderot,1976,Pocket Books,Fiction
1658,Fiskadoro,Denis Johnson,1995,A. Mondadori,Fiction
2392,Jesus' Son,Denis Johnson,2004,Tor Fantasy,Short stories
3615,Resuscitation of a Hanged Man,Denis Johnson,2004,W H Freeman &amp; Co,
5464,The Name of the World,Denis Johnson,2001,Jones &amp; Bartlett Pub,College teachers
5918,The Stars at Noon,Denis Johnson,1995,Puffin Books,Fiction
6000,The Throne of the Third Heaven of the Nations Millennium General Assembly,Denis Johnson,1996,Quill (HarperCollins),Poetry
5673,The Psychology of Winning,Denis Waitley,1986,Harcourt,Psychology
2259,In the Realm of Elizabeth,Denise ed Dersin,1998,Fawcett Books,
85,A Drink Before the War,Dennis Lehane,2003,Vintage Books USA,Fiction
3056,Mystic River,Dennis Lehane,2003,Perennial,Fiction
3465,Prayers for Rain,Dennis Lehane,2000,St. Martin's Griffin,Fiction
3879,Shutter Island,Dennis Lehane,2004,Heyne,Fiction
2499,Kokopelli,Dennis Slifer,2007,Berkley Publishing Group,Art
2303,Introduction to Phenomenology,Dermot Moran,2000,Tor Fantasy,Philosophy
5461,The Naked Ape,Desmond Morris,1999,Dell Publishing Company,Science
6134,The Weimar Republic,Detlev J. K. Peukert,1993,Daw Books,History
1752,From Nomads to Pilgrims,Diana Butler Bass;Joseph Stewart-Sicking,2005,A. Mondadori,Religion
6362,Transform Your Life,Diana Cooper,1998,St Martins Pr,Self-Help
44,A Breath of Snow and Ashes,Diana Gabaldon,2006,Kodansha America,Fiction
1112,Cross Stitch,Diana Gabaldon,1992,Golden Books Publishing Company,Historical fiction
1358,Dragonfly in Amber,Diana Gabaldon,2001,Midena,Fiction
1359,Dragonfly in Amber,Diana Gabaldon,1992,A. Mondadori,Fiction
3295,Outlander,Diana Gabaldon,2005,Houghton Mifflin Company,Fiction
4923,The Fiery Cross,Diana Gabaldon,2005,Star Trek,Fiction
5551,The Outlandish Companion,Diana Gabaldon,1999,Image,Literary Criticism
6533,Voyager,Diana Gabaldon,2001,Writer's Showcase Press,Fiction
3953,Sociology in Our Times,Diana Kendall,2006,10x18,Science
219,A Sudden Wild Magic,Diana Wynne Jones,1997,Little Brown Company,
834,Cart And Cwidder,Diana Wynne Jones,2003,Droemersche Verlagsanstalt Th. Knaur Nachf.,Juvenile Fiction
1164,Dark Lord of Derkholm,Diana Wynne Jones,2003,HarperTorch,Fantasy fiction
2042,Hexwood,Diana Wynne Jones,2002,Perennial,Young Adult Fiction
2152,Howl's Moving Castle,Diana Wynne Jones,2001,Andrews McMeel Publishing,Juvenile Fiction
4579,The Chrestomanci Quartet,Diana Wynne Jones,2000,Tor Books,Chrestomanci (Fictitious character)
6013,The Tough Guide to Fantasyland,Diana Wynne Jones,1996,Modern Publishing,"Fantasy fiction, English"
6014,The Tough Guide to Fantasyland,Diana Wynne Jones,2006,Harlequin,Juvenile Nonfiction
6667,Wilkins' Tooth,Diana Wynne Jones,2002,Laurel Leaf,Business enterprises
6705,Wizard's Castle,Diana Wynne Jones,2002,Delta,Fantasy
1213,Death Match,Diane Duane,2003,A. Mondadori,Fiction
5777,The Ruby Ring,Diane Haeger,2005,Signet Book,Fiction
5346,"The Magic Orange Tree, and Other Haitian Folktales",Diane Wolkstein;Elsa Henriquez,1978,Goldmann,Fiction
16,10 Lb. Penalty,Dick Francis,2004,Tor Books,Fiction
558,Banker,Dick Francis,2000,Hodder &amp; Stoughton,Fiction
719,Blood Sport,Dick Francis,2004,Bantam Books,Fiction
762,Break in,Dick Francis,2005,Hyperion,Fiction
1379,Driving Force,Dick Francis,1993,Warner Books,Fiction
1627,Field of Thirteen,Dick Francis,2004,Fawcett Books,Fiction
1684,Flying Finish,Dick Francis,1999,A. Mondadori,Fiction
3197,Odds Against,Dick Francis,2005,Vintage Books USA,Fiction
3553,Rat Race,Dick Francis,2006,Simon &amp; Schuster,Fiction
3924,Slay Ride,Dick Francis,2004,Bantam Books,Fiction
6262,Three Complete Novels,Dick Francis,1997,Dutton Books,Fiction
6456,Under Orders,Dick Francis,2006,Delta,Fiction
494,Astronomy,Dinah L. Moché,2004,Diogenes Verlag,Science
3666,Ronald Reagan,Dinesh D'Souza,1999,Bantam Books,Biography & Autobiography
530,"Baby Einstein: Water, Water Everywhere","Disney Book Group,",2003,Ace Books,Juvenile Fiction
1300,Disney's Little Einsteins: Butterfly Suits,Disney Book Group;Marcy Kelman,2006,Tor Books,Juvenile Fiction
4003,Spain,"DK Publishing, Inc",2006,Janus,Travel
5383,The Marvel Comics Encyclopedia,"DK Publishing, Inc",2006,Vintage Books USA,Comics & Graphic Novels
2174,I Capture the Castle,Dodie Smith,1948,Berkley Pub Group,Fiction
4426,The Bible Cure for Diabetes,Don Colbert,1999,Liguori/Triumph,Health & Fitness
366,Americana,Don DeLillo,1989,Harper Mass Market Paperbacks (Mm),Fiction
1066,Conversations with Don DeLillo,Don DeLillo,2005,Red Dress Ink,Biography & Autobiography
1077,Cosmopolis,Don DeLillo,2004,Anagrama,Fiction
1482,End zone,Don DeLillo,1973,Random House Inc,Fiction
2600,Libra,Don DeLillo,1991,Warner Books,Fiction
2716,Love-Lies-Bleeding,Don DeLillo,2005,Simon Spotlight Entertainment,Euthanasia
2788,Mao II,Don DeLillo,1992,Zebra Books,Fiction
3554,Ratner's Star,Don DeLillo,1976,Yearling,Life on other planets
3685,Running Dog,Don DeLillo,1989,Warner Books,Fiction
4466,The Body Artist,Don DeLillo,2002,Simon &amp; Schuster,Fiction
5465,The Names,Don DeLillo,1989,Red Dress Ink,Fiction
6469,Underworld,Don DeLillo,1998,Bantam Books,Fiction
1564,Experimental Phenomenology,Don Ihde,1986,Free Press,Philosophy
1081,Country of Origin: A Novel,Don Lee,2005,Firefly Books Ltd,Fiction
5187,The John Deere Two-Cylinder Tractor Encyclopedia,Don Macmillan;Wayne G. Broehl,2007,Dell Publishing Company,Reference
6448,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb;Stephen E. Flowers,1999,PublicAffairs,Magic
4446,The Black Dahlia Files,Don Wolfe,2006,Ullstein Tb,True Crime
915,China and Japan,Donald A. Mackenzie,1988,A. Mondadori,Travel
1457,Elect Mr. Robinson for a Better World,Donald Antrim,1993,Scholastic,Fiction
1712,Forty Stories,Donald Barthelme,2005,Fawcett Books,"Experimental fiction, American"
3923,Slaughterhouse Blues,Donald D. Stull;Michael J. Broadway,2004,Heyne,Social Science
1108,Crime Partners,Donald Goines,2000,Anchor,Fiction
6655,Whoreson,Donald Goines,1972,Picador USA,Fiction
1479,Encyclopedia Brown and the Case of the Sleeping Dog,Donald J. Sobol,1999,Aspect,Juvenile Fiction
1480,Encyclopedia Brown and the Case of the Slippery Salamander,Donald J. Sobol,2000,HarperTorch,Juvenile Fiction
1481,Encyclopedia Brown and the Case of the Treasure Hunt,Donald J. Sobol,1989,A. Mondadori,Juvenile Fiction
3235,On the Origins of War and the Preservation of Peace,Donald Kagan,1996,A. Mondadori,History
3755,Searching for God Knows What,Donald Miller,2004,Ace Books,Religion
2801,Marilyn Monroe,Donald Spoto,1993,Rizzoli - RCS Libri,Biography & Autobiography
4747,The Dark Side Of Genius,Donald Spoto,1999,Knopf,Performing Arts
4329,The Art of Alfred Hitchcock,"Donald Spoto;Donald Spoto, M.A., Ph.D.",1992,Dell Publishing Company,Performing Arts
6398,Trump,Donald Trump,2005,Tor Books (Mm),Biography & Autobiography
2541,Laura,Donald Zochert,1977,Bison,Biography & Autobiography
2142,How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,2005,Simon Spotlight Entertainment,Self-Help
592,Becoming a Goddess of Inner Poise,Donna Freitas,2004,Time Warner Paperbacks,Social Science
